Step,average_reward_estimate
120,0.562352334
121,0.5631506
122,0.564298642
123,0.564337752
124,0.565540406
125,0.565585499
126,0.566091891
127,0.566625225
128,0.567094518
129,0.567925774
130,0.567753041
131,0.568807448
132,0.569641606
133,0.56954299
134,0.570516613
135,0.57035981
136,0.57124993
137,0.570005718
138,0.570902963
139,0.570867293
140,0.571404362
141,0.57171008
142,0.571984978
143,0.573042005
144,0.573933677
145,0.574129442
146,0.574806834
147,0.575952374
148,0.57599865
149,0.576052686
150,0.575761596
151,0.57611025
152,0.576972009
153,0.57698129
154,0.577581143
155,0.578290738
156,0.577471127
157,0.577762772
158,0.578174899
159,0.578391856
160,0.579312762
161,0.579673094
162,0.579799316
163,0.580070877
164,0.580610259
165,0.579747729
166,0.580128925
167,0.57988051
168,0.580301884
169,0.580546901
170,0.58148731
171,0.581838799
172,0.581396359
173,0.581282326
174,0.581154941
175,0.581319918
176,0.581810916
177,0.581862489
178,0.582114066
179,0.58190066
180,0.582027505
181,0.582390865
182,0.582796785
183,0.582669493
184,0.582655409
185,0.582753721
186,0.582910733
187,0.582615198
188,0.583205979
189,0.583181565
190,0.583658527
191,0.583867707
192,0.584237957
193,0.584692188
194,0.584372623
195,0.584291793
196,0.58444032
197,0.584570967
198,0.585081113
199,0.58588348
200,0.585269666
201,0.584742118
202,0.585042542
203,0.585514663
204,0.585419089
205,0.585387421
206,0.585726596
207,0.58561649
208,0.585997614
209,0.585969764
210,0.586472134
211,0.586167864
212,0.58691494
213,0.586666037
214,0.586664949
215,0.586787009
216,0.586874054
217,0.586843301
218,0.58636116
219,0.586473023
220,0.586865204
221,0.586717323
222,0.587426012
223,0.587223834
224,0.587058383
225,0.587173907
226,0.587347738
227,0.58792154
228,0.587524173
229,0.587840741
230,0.587711595
231,0.587203279
232,0.587254138
233,0.587050086
234,0.58668939
235,0.586767304
236,0.587245075
237,0.587421016
238,0.587814436
239,0.588095198
240,0.588097169
241,0.587735643
242,0.587986937
243,0.588560313
244,0.589189291
245,0.589554923
246,0.588857156
247,0.589083961
248,0.588890964
249,0.588630007
250,0.588481763
251,0.588059999
252,0.588661432
253,0.588678028
254,0.588700228
255,0.589433184
256,0.588622762
257,0.588964375
258,0.58973551
259,0.589555768
260,0.589885283
261,0.590010335
262,0.589524354
263,0.590083868
264,0.590297756
265,0.589460007
266,0.589211234
267,0.589880913
268,0.589868007
269,0.589773014
270,0.589952839
271,0.589463215
272,0.590030315
273,0.590181269
274,0.589551289
275,0.589584177
276,0.589961487
277,0.589669854
278,0.589098542
279,0.589079039
280,0.590054544
281,0.590107843
282,0.589716069
283,0.590252547
284,0.590697567
285,0.590705599
286,0.590699067
287,0.589865354
288,0.59049547
289,0.590071468
290,0.591297025
291,0.590836586
292,0.591005696
293,0.590088924
294,0.591070376
295,0.591555865
296,0.591562174
297,0.591629116
298,0.591871032
299,0.59167261
300,0.590989921
301,0.591153414
302,0.591553481
303,0.591166338
304,0.591542009
305,0.592181434
306,0.591613828
307,0.591598822
308,0.591545717
309,0.591597252
310,0.591494291
311,0.591265125
312,0.591446236
313,0.591960752
314,0.591750492
315,0.591867044
316,0.59210499
317,0.592245784
318,0.591849914
319,0.591707898
320,0.592175626
321,0.591517058
322,0.591545692
323,0.592215251
324,0.591818752
325,0.592576093
326,0.59248737
327,0.59226481
328,0.591915606
329,0.591916968
330,0.59262503
331,0.591853759
332,0.592644293
333,0.592619064
334,0.592418582
335,0.592671974
336,0.592553393
337,0.593379152
338,0.593156868
339,0.592947644
340,0.593193448
341,0.593517915
342,0.593397833
343,0.593313393
344,0.593188813
345,0.593383876
346,0.59265323
347,0.592206023
348,0.592343926
349,0.592883568
350,0.592167909
351,0.592362799
352,0.592208269
353,0.592495386
354,0.592770052
355,0.592902692
356,0.592862312
357,0.592927518
358,0.592833876
359,0.592569863
360,0.59243369
361,0.59306832
362,0.592723658
363,0.592608863
364,0.592493146
365,0.592768874
366,0.59287936
367,0.593772123
368,0.593928985
369,0.59347667
370,0.593809868
371,0.594612552
372,0.593986513
373,0.593407308
374,0.594164372
375,0.593185835
376,0.593724821
377,0.593714841
378,0.593371172
379,0.593338263
380,0.593330062
381,0.593279776
382,0.593408661
383,0.593240317
384,0.593353808
385,0.593381262
386,0.593382055
387,0.593787855
388,0.593943228
389,0.593397479
390,0.593027413
391,0.592636831
392,0.592584367
393,0.59278207
394,0.592851179
395,0.593481461
396,0.593075878
397,0.593095574
398,0.593274762
399,0.593819717
400,0.594148329
401,0.593649849
402,0.593957021
403,0.593258602
404,0.592990225
405,0.594076506
406,0.594539177
407,0.594542339
408,0.594465
409,0.594143644
410,0.594088924
411,0.593903418
412,0.594097523
413,0.594447543
414,0.594541772
415,0.594921352
416,0.594692634
417,0.594287537
418,0.593558977
419,0.594385737
420,0.594161678
421,0.593385804
422,0.593038826
423,0.593311414
424,0.59361763
425,0.593711479
426,0.593601507
427,0.593241902
428,0.593725246
429,0.593010679
430,0.593229296
431,0.59368219
432,0.593889483
433,0.593839114
434,0.593830572
435,0.594017023
436,0.593727871
437,0.592900562
438,0.593322848
439,0.594071871
440,0.593411433
441,0.593216859
442,0.593841493
443,0.593531504
444,0.594437723
445,0.59389983
446,0.594604863
447,0.594887513
448,0.595074703
449,0.594303103
450,0.593892952
451,0.593852032
452,0.593689063
453,0.594249557
454,0.593829684
455,0.593754551
456,0.594327754
457,0.593961973
458,0.594048235
459,0.593639638
460,0.593658466
461,0.593303931
462,0.593436244
463,0.594049599
464,0.594390263
465,0.594921397
466,0.594918335
467,0.595067679
468,0.594743103
469,0.594537294
470,0.594164056
471,0.594773088
472,0.594727169
473,0.594502548
474,0.594654137
475,0.595374964
476,0.595656071
477,0.595931737
478,0.594882814
479,0.593870145
480,0.59326037
481,0.593474631
482,0.593650322
483,0.594050076
484,0.593960817
485,0.594352972
486,0.59398823
487,0.593876878
488,0.594275087
489,0.594433844
490,0.595074828
491,0.594448213
492,0.594294632
493,0.594185461
494,0.594486008
495,0.593972413
496,0.593835567
497,0.593726128
498,0.59354273
499,0.594125005
