Step,average_reward_estimate
252,0.57334647
253,0.573379178
254,0.574540763
255,0.574116416
256,0.573820767
257,0.573857108
258,0.574411291
259,0.57330249
260,0.573944791
261,0.574036989
262,0.573400971
263,0.573396574
264,0.574124235
265,0.57443253
266,0.57540927
267,0.576205646
268,0.575768281
269,0.575677886
270,0.574976194
271,0.575325431
272,0.575469955
273,0.575750382
274,0.576103435
275,0.575970104
276,0.576525778
277,0.576456201
278,0.576532961
279,0.576222489
280,0.576663548
281,0.576710941
282,0.576820243
283,0.576587708
284,0.577149468
285,0.577631046
286,0.576878474
287,0.576692568
288,0.576686037
289,0.577245155
290,0.577005483
291,0.577773225
292,0.577392304
293,0.577185024
294,0.576627536
295,0.577556561
296,0.577345233
297,0.577012143
298,0.577050432
299,0.578143709
300,0.577476025
301,0.577533071
302,0.577122703
303,0.577011678
304,0.577178714
305,0.577710176
306,0.578601245
307,0.578603542
308,0.578080908
309,0.577996469
310,0.578231203
311,0.578715743
312,0.578449217
313,0.578413633
314,0.578476098
315,0.579256139
316,0.579475333
317,0.579179281
318,0.579206146
319,0.578793897
320,0.579846789
321,0.579741135
322,0.579160604
323,0.578938882
324,0.57854964
325,0.57867899
326,0.579396235
327,0.578585903
328,0.578074273
329,0.57833669
330,0.578711178
331,0.579148326
332,0.579112556
333,0.57884217
334,0.579091506
335,0.579138697
336,0.579715942
337,0.579384957
338,0.579733493
339,0.581015987
340,0.581362942
341,0.581360074
342,0.581233024
343,0.580729422
344,0.580319937
345,0.580028081
346,0.580562785
347,0.581256259
348,0.581222324
349,0.581555551
350,0.580745961
351,0.58114469
352,0.580645542
353,0.580384838
354,0.581552662
355,0.58133466
356,0.581593765
357,0.580780715
358,0.581863649
359,0.581186163
360,0.581105248
361,0.581330882
362,0.581532353
363,0.58145989
364,0.58174668
365,0.580676413
366,0.581288929
367,0.580866472
368,0.581169365
369,0.581012779
370,0.581172908
371,0.581610006
372,0.582025822
373,0.582465136
374,0.582523266
375,0.581706668
376,0.581980232
377,0.582378948
378,0.582031733
379,0.582026261
380,0.582371757
381,0.582084241
382,0.581704449
383,0.581744483
384,0.580675257
385,0.582036167
386,0.58239891
387,0.582253773
388,0.582428563
389,0.582614262
390,0.582419398
391,0.582207233
392,0.581871074
393,0.582732317
394,0.583316751
395,0.582733677
396,0.58280566
397,0.583182819
398,0.58314709
399,0.582946379
400,0.583528402
401,0.582827903
402,0.582557139
403,0.583058244
404,0.583348202
405,0.583544093
406,0.583454082
407,0.583431474
408,0.583509583
409,0.583936777
410,0.583763945
411,0.584091403
412,0.584072786
413,0.584501614
414,0.584250455
415,0.583905049
416,0.584513834
417,0.58402913
418,0.583951759
419,0.583877391
420,0.584559743
421,0.584234946
422,0.583811918
423,0.583491402
424,0.583974613
425,0.583829469
426,0.583660099
427,0.584392867
428,0.584695028
429,0.584501118
430,0.584539173
431,0.58516487
432,0.585491051
433,0.585939861
434,0.586298844
435,0.585097519
436,0.584723512
437,0.584977888
438,0.584986046
439,0.584413504
440,0.583918024
441,0.584714098
442,0.584554171
443,0.583835219
444,0.583717952
445,0.584017724
446,0.585026107
447,0.585243613
448,0.584750021
449,0.585747849
450,0.585264609
451,0.58511128
452,0.585195289
453,0.584888378
454,0.584481796
455,0.584452618
456,0.584930153
457,0.585240968
458,0.584860704
459,0.585432574
460,0.585481568
461,0.584730605
462,0.58502911
463,0.584683175
464,0.584666747
465,0.584359109
466,0.584433892
467,0.584443272
468,0.584582317
469,0.584236724
470,0.58432355
471,0.585145947
472,0.584174407
473,0.58409442
474,0.58417058
475,0.584310083
476,0.583606464
477,0.583876575
478,0.583937603
479,0.584238488
480,0.584838061
481,0.585006043
482,0.585230374
483,0.585480348
484,0.585394118
485,0.584466813
486,0.585395268
487,0.585195297
488,0.585644535
489,0.58602214
490,0.586378101
491,0.586644196
492,0.586219691
493,0.586629441
494,0.586407989
495,0.586317575
496,0.586713981
497,0.586192705
498,0.585151146
499,0.58623171
